,RowNumber,CustomerId,CreditScore,Gender,Balance,NumOfProducts,HasCrCard,IsActiveMember,Age,Geography,EstimatedSalary,Surname,Exited,Tenure
320,321,15810834,525,Female,145965.33,1,1,1,57,California,64448.36,Gordon,0,2
321,322,15678910,680,Female,141441.75,1,1,1,30,Texas,16278.97,Ts'ai,0,8
322,323,15694408,749,Male,139290.41,1,1,0,40,Texas,182855.42,Lung,1,1
323,324,15585215,763,Female,0.0,2,0,0,31,Texas,50404.72,Yuan,0,4
324,325,15682757,734,Male,0.0,2,1,0,30,Texas,107640.25,Pardey,0,3
325,326,15736601,716,Male,144428.87,1,1,0,35,Texas,,Tai,0,4
326,327,15601848,594,Male,0.0,2,1,0,,Texas,103480.69,Scott,0,2
327,328,15736008,644,Female,95441.27,1,1,0,46,Texas,108761.05,Hunter,1,9
328,329,15669064,671,Male,144848.74,1,1,1,35,Alabama,179012.3,Mazzanti,0,1
329,330,15624528,664,Male,116244.14,2,1,1,26,Alabama,95145.14,L?,0,7
330,331,15598493,656,Male,0.0,2,0,1,50,Texas,72143.44,Beach,0,7
331,332,15601274,667,Female,146502.07,1,1,0,40,California,19162.89,Hsieh,0,1
332,333,15702669,663,Male,117028.6,2,0,1,44,Alabama,144680.18,Faulkner,0,2
333,334,15728669,584,Female,112013.81,1,1,0,30,Alabama,177772.03,Knowles,1,8
334,335,15742668,626,Female,108269.37,1,1,0,37,California,5597.94,Day,0,6
335,336,15697441,485,Male,182123.79,1,1,0,29,Texas,116828.51,Hsueh,1,7
336,337,15740476,659,Female,150923.74,2,0,1,32,Alabama,174652.51,Tsao,0,3
337,338,15648064,649,Male,0.0,2,1,0,33,Texas,2010.98,Kennedy,0,2
338,339,15636624,805,Female,165272.13,1,1,0,,California,14109.85,Nwabugwu,1,5
339,340,15807923,716,Female,115301.31,1,1,0,39,Alabama,43527.4,Young,1,100
340,341,15745844,642,Female,129502.49,2,0,1,40,Alabama,86099.23,Kerr,1,6
341,342,15786170,659,Male,118342.26,1,0,0,31,Texas,161574.19,Tien,0,4
342,343,15681081,545,Female,0.0,2,1,1,47,California,38970.14,Marrero,0,5
343,344,15684484,543,Male,0.0,2,0,0,22,Texas,127587.22,White,0,8
344,345,15785869,718,Female,0.0,2,1,0,,Texas,30380.12,Pisano,0,7
345,346,15763859,840,Female,0.0,2,1,0,43,Texas,90908.95,Brown,0,7
346,347,15658935,630,Female,106937.05,2,1,0,34,Alabama,138275.01,Freeman,0,9
347,348,15747358,643,Male,170331.37,1,1,1,59,Alabama,32171.79,Russell,0,3
348,349,15735203,654,Female,114510.85,1,1,1,32,Alabama,126143.23,Seleznyov,0,1
349,350,15576256,582,Male,0.0,2,1,1,39,Texas,129892.93,Yusupova,0,5
350,351,15659420,659,Male,107594.11,2,1,1,32,California,102416.84,Foley,0,3
351,352,15593365,762,Male,81273.13,1,1,1,39,California,18719.67,Shih,0,2
352,353,15777352,568,Female,169399.6,1,1,0,32,California,61936.22,Ikedinachukwu,0,7
353,354,15812007,670,Male,0.0,2,1,1,25,California,78358.94,Power,0,6
354,355,15625461,613,Female,187841.99,2,1,1,45,Texas,147224.27,Amos,0,1
355,356,15739438,539,Male,0.0,2,1,0,30,Texas,160979.66,Reed,0,0
356,357,15611759,850,Female,126776.3,2,1,1,57,California,132298.49,Simmons,0,8
357,358,15661629,522,Male,126436.29,1,1,0,34,California,174248.52,Ricci,0,9
358,359,15633950,737,Male,101960.74,1,1,1,41,Texas,123547.28,Yen,0,1
359,360,15592386,520,Male,0.0,2,0,1,58,Texas,,,0,3
360,361,15803716,706,Male,0.0,2,0,1,28,California,181543.67,West,0,3
361,362,15696674,643,Female,150842.93,1,0,1,45,Alabama,2319.96,Robinson,1,2
362,363,15706365,648,Female,102535.57,1,1,1,50,Texas,189543.19,Bianchi,0,9
363,364,15745088,443,Female,99027.61,2,1,0,29,Alabama,,Chen,0,9
364,365,15676715,640,Male,0.0,2,1,1,68,Texas,199493.38,Madukaego,0,9
365,366,15613085,628,Female,0.0,1,1,1,33,California,188193.25,Ibrahimova,0,3
366,367,15633537,540,Female,87271.41,2,1,0,42,Alabama,172572.64,Nolan,0,9
367,368,15594720,460,Female,102742.91,2,1,1,35,Alabama,189339.6,Scott,0,8
368,369,15684042,636,Male,40105.51,2,0,1,34,Alabama,53512.16,Blair,0,2
369,370,15583303,593,Female,152265.43,1,1,0,29,Texas,34004.44,Monaldo,0,2
370,371,15611579,801,Male,141947.67,1,1,1,,California,10598.29,Sutherland,0,4
371,372,15774696,640,Female,106307.91,2,0,1,75,Alabama,113428.77,Cole,0,1
372,373,15694506,611,Male,107884.81,2,1,1,31,Alabama,183487.98,Briggs,0,0
373,374,15688074,802,Male,125013.72,1,1,1,31,Alabama,187658.09,Gregory,0,1
374,375,15759537,717,Male,58469.37,2,1,1,,Alabama,172459.39,Bianchi,0,7
375,376,15758449,769,Female,0.0,1,0,1,39,Texas,21016.0,Angelo,0,8
376,377,15583456,745,Male,117231.63,3,1,1,45,Alabama,122381.02,Gardiner,1,10
377,378,15667871,572,Male,152390.26,1,1,0,35,California,128123.66,Kerr,0,4
378,379,15677371,629,Female,34013.63,1,1,0,30,California,19570.63,Ko,0,2
379,380,15629677,687,Female,0.0,3,0,0,39,California,188150.6,Distefano,0,2
380,381,15713578,483,Female,0.0,2,1,1,50,Texas,111020.24,Farrell,0,9
381,382,15591509,690,Male,101583.11,2,1,0,36,Texas,123775.15,Milano,0,7
382,383,15568240,492,Female,77168.87,2,0,1,30,Alabama,146700.22,Ting,0,100
383,384,15622993,709,Male,124695.72,2,1,0,28,Alabama,145251.35,Boyd,0,8
384,385,15689294,705,Male,105934.96,1,1,0,44,Alabama,82463.69,Onyemaechi,0,3
385,386,15720910,560,Female,0.0,1,1,1,66,Texas,15928.49,Black,0,9
386,387,15721181,611,Male,0.0,2,1,0,46,California,45886.33,Oliver,0,6
387,388,15776433,730,Male,0.0,2,1,1,62,California,186489.95,Greco,0,2
388,389,15748936,709,Female,0.0,2,0,1,,California,162922.65,Whitehead,0,2
389,390,15717225,544,Female,161525.96,2,1,0,21,Texas,9262.77,Ikemefuna,0,100
390,391,15685226,712,Female,147199.07,1,1,1,29,Alabama,84932.4,Morrison,0,7
391,392,15785611,752,Male,183102.29,1,1,1,38,Alabama,71557.12,Onyeoruru,0,3
392,393,15573456,648,Male,127209.0,2,1,0,46,California,77405.95,Cunningham,1,9
393,394,15684548,556,Male,0.0,2,0,0,38,California,417.41,Demidov,0,8
394,395,15620505,594,Female,97378.54,1,1,1,24,California,71405.17,Celis,0,0
395,396,15807432,645,Female,136925.09,2,0,1,37,Alabama,153400.24,Cheng,0,2
396,397,15584766,557,Male,54503.55,1,1,1,33,Texas,371.05,Knight,0,3
397,398,15612187,547,Male,155726.85,1,1,0,32,Alabama,67789.99,Morin,0,8
398,399,15762218,701,Female,0.0,2,0,1,,Texas,145894.9,Mills,0,9
399,400,15646372,616,Female,135842.41,1,1,0,66,Texas,,Outhwaite,1,1
400,401,15690452,605,Male,63349.75,1,1,0,52,Texas,108887.44,Tung,0,1
401,402,15747795,593,Female,129499.42,1,1,1,38,Alabama,154071.27,Pai,0,4
402,403,15781589,751,Male,0.0,2,0,1,52,California,179291.85,Carpenter,0,8
403,404,15732674,443,Male,70438.01,2,0,1,36,California,56937.43,Fennell,0,6
404,405,15642291,685,Male,0.0,2,1,1,23,Texas,112239.03,Fontaine,0,8
405,406,15692761,718,Male,0.0,1,1,0,36,Texas,,Pratt,0,9
406,407,15578045,538,Female,141434.04,1,0,0,49,California,173779.25,Mitchell,0,9
407,408,15745354,611,Female,0.0,2,1,0,37,California,125696.26,Franklin,0,4
408,409,15701376,668,Male,152958.29,2,1,1,37,Alabama,159585.61,K'ung,0,10
409,410,15691625,537,Female,138306.34,1,1,0,41,Alabama,106761.47,Ko,0,3
410,411,15566594,709,Male,0.0,2,0,0,23,California,129590.18,McKenzie,0,10
411,412,15760431,850,Male,0.0,2,1,1,,Texas,80006.65,Pino,0,1
412,413,15686302,745,Female,124328.84,1,1,1,31,California,140451.52,Fisk,0,3
413,414,15801559,693,Female,181461.48,3,1,1,41,Alabama,187929.43,Chiang,1,9
414,415,15810432,795,Male,0.0,2,1,0,35,California,167155.36,Moseley,0,8
415,416,15809616,626,Male,0.0,2,0,0,26,California,191420.71,Hsiung,0,8
416,417,15720559,487,Female,110368.03,1,0,0,61,Alabama,11384.45,Heath,1,5
417,418,15695632,556,Female,89588.35,1,1,1,39,Texas,,,0,9
418,419,15659843,643,Female,0.0,2,0,0,,Texas,106781.59,Li,0,6
419,420,15615624,605,Female,0.0,2,0,0,28,Texas,159508.52,De Salis,0,6
420,421,15810418,756,Female,115924.89,1,1,0,60,Alabama,93524.19,T'ang,1,3
421,422,15716186,586,Female,0.0,2,1,0,38,Texas,87168.46,Richardson,0,2
422,423,15674551,535,Male,111756.5,1,1,0,40,Alabama,8128.32,Fitch,1,7
423,424,15622834,678,Female,0.0,1,1,0,35,Texas,125518.32,Stevenson,0,4
424,425,15566111,596,Male,0.0,1,1,0,39,Texas,48963.59,Estes,0,9
425,426,15784597,648,Male,162923.85,1,1,0,26,Texas,98368.24,Lattimore,0,9
426,427,15652883,492,Male,124576.65,2,1,0,39,Alabama,148584.61,Chung,0,10
427,428,15806964,702,Male,80793.58,1,1,1,45,Texas,27474.81,Utz,0,0
428,429,15576313,486,Female,71340.09,1,1,0,40,Alabama,76192.21,Wei,0,9
429,430,15806467,568,Male,99282.63,1,0,0,40,Alabama,134600.94,Boyle,1,1
430,431,15597602,619,Male,137946.39,1,1,1,,Alabama,72467.99,Nwachinemelu,1,3
431,432,15743040,724,Male,127892.57,2,0,1,41,Alabama,199645.45,Kuznetsova,0,2
432,433,15705521,548,Female,101084.36,1,1,0,33,Alabama,42749.85,Pisani,0,0
433,434,15595039,545,Female,114754.08,1,1,0,37,Alabama,136050.44,Manna,1,8
434,435,15799384,683,Male,0.0,1,0,0,33,Texas,73564.44,Collier,0,8
435,436,15581197,762,Female,99286.98,1,0,1,51,Texas,85578.63,Ricci,0,3
436,437,15693737,627,Female,79871.02,2,1,0,30,Alabama,129826.89,Carr,0,4
437,438,15624623,516,Male,104088.59,2,0,0,35,Texas,119666.0,Hs?,0,10
438,439,15783501,800,Female,168190.33,2,1,0,38,Texas,68052.08,Findlay,0,2
439,440,15690134,464,Female,85679.25,1,1,1,42,Alabama,164104.74,Hughes,0,3
440,441,15782735,626,Female,0.0,1,0,0,35,Texas,80190.36,Chukwuemeka,0,3
441,442,15611088,790,Female,0.0,2,1,0,31,Texas,84126.75,Genovese,0,9
442,443,15672145,534,Female,121551.58,2,1,1,34,Texas,70179.0,Swift,0,7
443,444,15732628,745,Male,122220.19,1,1,1,46,Texas,118024.1,Ugoji,0,2
444,445,15787470,553,Male,116528.15,1,0,0,47,California,145704.19,Parkinson,1,3
445,446,15803406,748,Female,77780.29,1,0,1,26,Texas,183049.41,Ross,0,1
446,447,15730460,722,Male,0.0,1,0,0,37,Texas,120906.83,Oleary,0,2
447,448,15644572,501,Male,125832.2,1,1,1,40,Texas,,,0,4
448,449,15694860,675,Female,68065.8,1,0,0,38,Texas,138777.0,Uspensky,1,6
449,450,15658169,778,Female,127299.34,2,1,0,47,California,124694.99,Cook,0,6
450,451,15794396,494,Female,174937.64,1,1,0,38,Alabama,40084.32,Newbold,0,7
451,452,15785798,850,Male,0.0,2,0,1,40,Texas,119232.33,Uchechukwu,0,9
452,453,15710825,592,Male,110071.1,1,0,0,31,California,43921.36,Ch'en,0,7
453,454,15668444,590,Female,139432.37,1,1,0,44,California,,,0,3
454,455,15726631,758,Female,127357.76,1,0,1,39,Texas,56577.0,Hilton,0,6
455,456,15733797,506,Male,0.0,2,1,0,36,Texas,164253.35,Sal,0,5
456,457,15747960,733,Male,0.0,1,1,1,33,Texas,7666.73,Eluemuno,0,3
457,458,15634632,711,Male,0.0,2,1,0,38,Texas,,,0,3
458,459,15707362,514,Male,95556.31,1,0,1,43,Alabama,199273.98,Yin,1,1
459,460,15662976,637,Male,0.0,1,1,1,37,California,186062.36,Lettiere,0,8
460,461,15732778,468,Male,111681.98,2,1,1,29,Alabama,195711.16,Templeman,0,1
461,462,15718443,539,Male,0.0,2,1,0,39,Texas,36692.17,Chibuzo,0,3
462,463,15670039,509,Female,108738.71,2,1,0,25,California,106920.57,Sun,0,3
463,464,15773792,662,Female,133950.37,1,1,1,32,Texas,48725.68,Evans,1,4
464,465,15613786,818,Male,0.0,2,1,1,26,California,167036.94,Ogbonnaya,0,4
465,466,15726032,608,Male,89968.69,1,1,0,33,Texas,68777.26,Enyinnaya,0,9
466,467,15663252,850,Female,0.0,2,1,1,32,California,,Olisanugo,0,9
467,468,15593782,816,Female,130878.75,3,1,0,38,Alabama,71905.77,Brookes,1,5
468,469,15633283,536,Male,0.0,2,1,0,35,Texas,64833.28,Padovano,0,8
469,470,15749167,753,Male,0.0,2,1,1,35,Texas,,Fisk,0,3
470,471,15759298,631,Male,134169.62,1,1,1,27,California,176730.02,Shih,0,10
471,472,15683625,703,Male,149762.08,1,1,0,37,Texas,20629.4,Hare,1,1
472,473,15635367,774,Male,93844.69,1,1,0,26,Texas,28415.36,Muir,0,2
473,474,15681705,785,Male,0.0,2,1,0,28,Texas,77231.27,Fanucci,0,8
474,475,15603156,571,Female,0.0,2,1,0,,Texas,102750.7,Elewechi,0,1
475,476,15591986,621,Male,141078.37,1,0,0,46,Alabama,34580.8,Johnston,1,6
476,477,15798888,605,Female,117992.59,1,1,1,31,Alabama,183598.77,Pisano,0,1
477,478,15809722,611,Female,100812.33,2,1,0,40,Texas,,Ankudinov,0,8
478,479,15677538,569,Male,0.0,1,1,1,38,Texas,108469.2,Nwokike,0,7
479,480,15797736,658,Male,80262.6,1,1,1,29,Texas,20612.82,Smith,0,4
480,481,15695585,788,Male,156478.62,1,0,1,34,California,181196.76,Atkins,0,6
481,482,15744398,525,Female,0.0,2,1,0,23,Texas,160249.1,Burns,0,5
482,483,15750658,798,Male,0.0,3,0,0,37,Texas,110783.28,Obiuto,0,8
483,484,15578186,486,Male,115217.99,2,1,0,37,Alabama,144995.33,Pirozzi,0,9
484,485,15676519,615,Male,0.0,2,1,0,61,California,150227.85,George,0,9
485,486,15637954,730,Female,155470.55,1,1,1,35,Texas,53718.28,Lewis,0,0
486,487,15758639,641,Male,0.0,2,1,0,37,Texas,75248.3,Moran,0,7
487,488,15613772,542,Male,135096.77,1,1,1,39,Texas,14353.43,Dalrymple,1,3
488,489,15731744,692,Male,0.0,2,0,1,30,Texas,130486.57,Carslaw,0,2
489,490,15807709,714,Female,180075.22,1,1,1,55,Alabama,100127.71,Kirby,0,9
490,491,15714689,591,Male,97541.24,1,1,1,29,California,196356.17,Houghton,0,1
491,492,15699005,710,Female,156067.05,1,1,1,41,Texas,9983.88,Martin,0,2
492,493,15624170,639,Female,81550.94,2,0,1,38,Texas,118974.77,Tan,0,4
493,494,15725679,531,Female,0.0,1,0,0,,Texas,194998.34,Hsia,1,6
494,495,15585865,673,Female,170061.92,2,0,0,38,Texas,134901.34,Westerberg,1,2
495,496,15804256,765,Male,92310.54,2,1,1,36,Alabama,72924.56,Hale,0,8
496,497,15662403,622,Female,169089.38,2,1,0,32,Texas,101057.95,Kryukova,0,6
497,498,15733616,806,Male,80613.93,1,1,1,,Texas,142838.64,Sopuluchukwu,0,5
498,499,15591995,757,Male,121581.56,2,1,1,26,Alabama,127059.04,Barry,0,8
499,500,15677020,570,Female,0.0,1,0,1,58,Texas,,,1,8
500,501,15727688,555,Male,0.0,2,1,1,32,California,54405.79,Chizuoke,0,4
501,502,15715941,692,Male,0.0,2,1,1,54,Texas,88721.84,Lueck,0,5
502,503,15714485,774,Male,85891.55,1,1,0,60,Texas,74135.48,Udinese,1,5
503,504,15730059,638,Male,77637.35,2,1,1,44,California,111346.22,Udobata,0,9
504,505,15715527,543,Female,0.0,1,0,0,41,California,194902.16,Freeman,0,4
505,506,15576623,584,Male,0.0,2,1,0,31,Texas,31474.27,Outlaw,0,5
506,507,15805565,691,Male,116927.89,1,1,0,30,Alabama,21198.39,Obiuto,0,7
507,508,15677307,684,Female,137326.65,1,1,0,40,Alabama,186976.6,Lo,0,6
508,509,15773890,733,Male,0.0,2,1,1,22,Texas,117202.19,Okechukwu,0,5
509,510,15598883,599,Female,0.0,2,1,1,,California,143739.29,King,0,2
510,511,15568506,524,Female,67238.98,2,1,1,31,Alabama,161811.23,Forbes,0,100
511,512,15761043,632,Female,86569.76,2,1,0,38,Alabama,98090.91,Macleod,0,6
512,513,15782236,735,Male,0.0,2,0,0,34,California,71095.41,Gibbs,0,5
513,514,15593601,734,Male,133598.4,1,1,1,34,Texas,13107.24,Isayev,0,6
514,515,15682048,605,Female,136188.78,1,1,1,51,Texas,67110.59,Pisano,1,3
515,516,15746902,793,Male,0.0,2,1,0,38,California,88225.02,Belstead,0,9
516,517,15752081,468,Female,0.0,3,0,1,56,Texas,62256.87,Vassiliev,1,100
517,518,15781307,779,Male,120092.52,2,1,0,37,Alabama,135925.72,Schneider,0,7
518,519,15775912,698,Male,101238.24,2,0,1,,Texas,177815.87,Mazzanti,1,4
519,520,15745417,707,Male,89685.92,1,0,1,58,Texas,126471.13,Knipe,0,6
520,521,15671256,850,Female,211774.31,1,1,0,35,Texas,188574.12,Macartney,1,1
521,522,15653547,850,Male,131317.48,1,1,1,56,Texas,,Madukwe,0,7
522,523,15595766,527,Male,93722.73,2,1,1,37,California,139093.73,Watts,0,5
523,524,15742358,696,Male,101160.99,1,1,1,32,Alabama,115916.55,Humphreys,0,8
524,525,15763274,661,Male,120320.54,1,0,0,48,Texas,96463.25,Wu,0,3
525,526,15786063,776,Female,0.0,2,1,1,31,Texas,112349.51,Chin,0,2
526,527,15600258,701,Male,0.0,2,1,1,43,Texas,165303.79,Chesnokova,0,2
527,528,15573318,610,Male,0.0,2,1,0,26,Texas,166031.08,Kung,0,8
528,529,15653849,572,Female,152827.99,1,1,0,48,Alabama,38411.79,Lu,1,3
529,530,15694272,673,Male,64097.75,1,1,1,,Texas,77783.35,Nkemakolam,0,1
530,531,15736112,519,Female,119035.35,2,1,1,57,California,29871.79,Walton,0,2
531,532,15749851,702,Female,135219.57,1,0,1,26,California,59747.63,Brookes,0,4
532,533,15663478,729,Male,93694.42,1,1,1,32,Texas,79919.13,Baldwin,0,6
533,534,15592300,543,Male,59408.63,1,1,0,35,California,76773.53,Mai,0,10
534,535,15567832,550,Female,114354.95,1,1,0,40,Texas,54018.93,Shih,0,7
535,536,15776780,608,Male,0.0,1,1,0,59,Texas,70649.64,He,1,1
536,537,15592846,639,Male,128173.9,2,1,0,35,Alabama,59093.39,Fiorentini,0,10
537,538,15739803,686,Male,0.0,2,1,0,34,California,127569.8,Lucciano,0,9
538,539,15794142,564,Female,114931.35,3,0,1,62,Alabama,18260.98,Ferreira,1,5
539,540,15762729,745,Female,111071.36,1,1,0,28,Alabama,73275.96,Ukaegbunam,1,1
540,541,15667896,833,Male,151226.18,2,1,1,37,Texas,136129.49,De Luca,0,8
541,542,15626578,622,Male,0.0,2,1,1,26,Texas,153237.59,Milne,0,9
542,543,15776223,597,Female,64740.12,1,1,1,42,Texas,106841.12,Davide,0,4
543,544,15705953,721,Male,169312.13,1,1,0,51,California,109078.35,Kodilinyechukwu,0,0
544,545,15802593,504,Female,0.0,3,0,1,49,Texas,87822.14,Little,1,7
545,546,15615457,842,Female,112652.08,2,1,0,44,California,,,0,2
546,547,15708916,587,Male,0.0,2,1,0,38,Texas,47414.15,Paterson,0,0
547,548,15720187,479,Female,143964.36,2,1,0,30,Alabama,41879.99,Han,0,7
548,549,15595440,508,Male,122451.46,2,1,1,49,Texas,75808.1,Kryukova,0,7
549,550,15600651,749,Male,0.0,3,1,1,,Texas,47911.03,Ijendu,0,1
550,551,15750141,721,Female,65253.07,2,1,0,36,Alabama,28737.78,Reichard,0,3
551,552,15657284,674,Male,106901.94,1,1,1,47,Alabama,2079.2,Day,1,6
552,553,15763063,685,Female,128509.63,1,1,0,25,California,121562.33,Price,0,100
553,554,15709324,417,Male,0.0,2,1,0,34,Texas,55003.79,Bruce,0,7
554,555,15711309,574,Male,129834.67,1,1,0,,Alabama,193131.42,Sumrall,0,3
555,556,15775318,590,Female,154962.99,3,0,1,,California,191932.27,Lu,1,3
556,557,15705515,587,Male,138241.9,2,1,0,40,Alabama,159418.1,Lazarev,0,5
557,558,15634844,598,Male,91536.93,1,1,0,41,Alabama,191468.78,Miller,1,3
558,559,15717046,741,Male,0.0,2,1,1,,California,38913.68,Wentworth-Shields,0,3
559,560,15571816,850,Female,0.0,1,1,1,70,California,705.18,Ritchie,0,5
560,561,15670080,584,Female,105204.01,1,0,1,29,Alabama,138490.03,Mackenzie,0,7
561,562,15800440,650,Male,152968.73,1,0,1,61,California,82970.69,Power,0,1
562,563,15665678,607,Male,158261.68,1,1,1,36,California,76744.72,Tan,0,8
563,564,15665956,509,Female,0.0,1,1,0,46,Texas,71244.59,Pendergrass,1,1
564,565,15788126,689,Female,121021.05,1,1,1,38,California,12182.15,Evans,0,6
565,566,15811773,543,Male,0.0,2,1,1,36,Texas,141210.5,Hsia,0,4
566,567,15651674,438,Female,0.0,1,0,0,54,California,191763.07,Billson,1,2
567,568,15689614,687,Female,137715.66,1,1,1,63,California,37938.74,Teng,0,1
568,569,15795564,737,Male,121192.22,2,1,1,31,Alabama,74890.58,Moretti,0,5
569,570,15706647,761,Male,0.0,3,1,1,31,Texas,166698.18,Jordan,0,7
570,571,15728505,601,Male,100486.18,2,1,1,44,Texas,62678.53,Ts'ao,0,1
571,572,15730076,651,Male,0.0,1,1,0,45,Texas,67740.08,Osborne,1,1
572,573,15622003,745,Male,92566.53,2,1,0,35,Texas,161519.77,Carslaw,0,9
573,574,15607312,648,Female,0.0,2,1,1,49,California,159835.78,Ch'ang,0,100
574,575,15644753,848,Male,110929.96,1,1,1,,California,30876.84,Hung,0,3
575,576,15653620,546,Female,0.0,2,1,1,27,Texas,14858.1,Gordon,0,8
576,577,15761986,439,Female,138901.61,1,1,0,32,California,75685.97,Obialo,0,3
577,578,15633922,755,Male,123217.66,2,0,1,30,Texas,144183.1,Gray,0,4
578,579,15734674,593,Female,0.0,1,1,0,41,Texas,,Lin,0,6
579,580,15658032,701,Male,0.0,2,1,1,39,Texas,82526.92,Hopkins,0,2
580,581,15692671,701,Male,0.0,2,1,0,36,California,169161.46,Dobson,0,8
581,582,15737741,607,Female,108431.87,2,0,1,33,California,109291.39,McKay,0,2
582,583,15576352,586,Female,0.0,2,0,1,57,California,6057.81,Revell,0,3
583,584,15753719,547,Female,72392.41,1,1,0,30,Alabama,77077.14,Rickards,0,9
584,585,15803689,647,Female,119741.77,2,0,0,51,Alabama,54954.51,Begum,1,1
585,586,15718057,760,Female,100946.71,1,0,0,,Texas,179614.8,Onyinyechukwuka,1,2
586,587,15722010,621,Male,170491.84,1,1,0,53,California,35588.07,Zuyev,1,9
587,588,15680998,725,Male,0.0,1,1,1,44,Texas,,Nwankwo,0,5
588,589,15614782,526,Male,0.0,1,1,0,36,Texas,160696.72,Hao,0,1
589,590,15591047,519,Female,157296.02,2,0,0,47,California,147278.43,Ma,0,6
590,591,15788291,713,Female,144606.22,1,1,1,38,Alabama,,Okwuadigbo,1,7
591,592,15604044,700,Male,134811.3,1,1,0,38,Texas,1299.75,Mitchell,0,8
592,593,15679587,666,Female,115897.12,1,1,1,34,Texas,,Chan,0,9
593,594,15775153,630,Male,82034.0,1,0,0,32,California,146326.45,Buchi,0,4
594,595,15603925,779,Female,174318.13,2,0,1,26,California,38296.21,Greco,0,4
595,596,15680970,611,Female,114206.84,1,1,0,41,Alabama,,,0,2
596,597,15697183,685,Male,0.0,2,1,0,43,California,107811.28,Uchenna,0,9
597,598,15567446,646,Male,111574.41,1,1,1,39,Alabama,30838.51,Coffman,0,9
598,599,15637476,683,Female,162448.69,1,0,0,,Alabama,9221.78,Alexandrova,1,5
599,600,15714939,484,Female,148249.54,1,0,1,,Alabama,33738.27,Fallaci,0,4
600,601,15683503,601,Female,0.0,3,0,1,43,Texas,110916.15,Hudson,1,8
601,602,15645569,762,Female,123709.46,2,1,1,26,California,169654.57,Mai,0,7
602,603,15782569,687,Female,0.0,1,0,1,,Texas,69829.4,Stout,0,9
603,604,15592387,566,Male,0.0,1,1,0,30,Texas,54926.51,Burke,1,5
604,605,15609286,702,Male,150525.8,1,1,1,37,Texas,94728.49,Chadwick,0,10
605,606,15814035,601,Male,0.0,1,1,1,29,Texas,80393.27,Lawrence,0,9
606,607,15661249,699,Male,0.0,2,0,1,53,Texas,111307.98,Bellucci,0,4
607,608,15629117,584,Male,0.0,2,1,0,28,Texas,19834.32,Harper,0,10
608,609,15607170,699,Male,0.0,2,1,1,35,Texas,78397.24,Boyle,0,5
609,610,15586585,698,Female,111018.98,1,1,0,51,Alabama,86410.28,Duncan,0,2
610,611,15686611,495,Male,129755.99,1,0,0,30,Texas,172749.65,Moss,0,10
611,612,15603203,650,Female,0.0,2,1,0,27,Texas,,Avdeyeva,0,6
612,613,15619857,605,Female,129555.7,1,1,1,64,Texas,13601.79,Crawford,0,2
613,614,15805062,667,Male,87202.38,1,1,1,38,California,77866.91,Lynton,0,1
614,615,15660271,688,Male,146133.39,1,1,1,26,Alabama,175296.76,Duncan,0,8
615,616,15745295,727,Female,0.0,1,1,0,31,California,121751.04,Gether,0,0
616,617,15719352,754,Male,170184.99,2,1,0,39,California,89593.26,Davidson,0,6
617,618,15766575,612,Female,140745.33,1,1,0,62,Alabama,,,1,8
618,619,15594594,546,Male,139070.51,1,1,1,42,California,86945.0,Loggia,0,7
619,620,15646161,673,Female,0.0,2,1,1,37,California,183318.79,Steinhoff,0,8
620,621,15682585,593,Male,114193.24,1,1,0,35,Texas,71154.1,Guerra,0,9
621,622,15603134,656,Female,167878.5,1,0,1,40,California,151887.16,Pai,0,100
622,623,15636444,535,Female,141616.55,2,1,1,53,Alabama,75888.65,Craig,0,5
623,624,15773456,678,Male,145747.67,2,0,1,36,Alabama,89566.74,Lazareva,0,3
